Symbols,Genes ,b05 Neutrophil1 Exp2,b07 Neutrophil3 Exp2,b10 Monocyte1 Exp2,b11 Monocyte2 Exp2,a01 brain microglia1 Exp1 m,a02 brain microglia2 Exp1 m,a06 peritoneum Mac1 Exp1 m,a07 peritoneum Mac2 Exp1 m,b08 Spleen Mac1 Exp2,b09 Spleen Mac2 Exp2,b04 Kupffer Exp2,b15 Kupffer2 Exp2,a12 LI Mac2 Exp1 m,a13 LI Mac3 Exp1 m,a10 SI Mac3 Exp1 m,a11 SI Mac4 Exp1 m,b02 lung Exp2,b17 lung mac2 Exp2
PTP4A3,NM_001166388,136.4149776,68.13739675,34.94978625,42.19633177,225.5073746,214.1443247,79.3809929,49.64777726,115.6128174,176.7597459,89.40583612,98.91968212,55.41145836,65.14198838,55.60741597,57.08250852,20.2281116,39.85150596
NEU1,NM_010893,348.616054,228.5899762,82.68607967,79.02222131,103.3575467,87.1409806,42.84053585,88.46331221,234.2156215,384.1968031,344.1085088,257.3930504,84.88563834,89.57023402,93.24071769,137.3962705,199.7526021,251.2858848
HIST1H4B,NM_178193,4.104558403,0.674380393,13.24652006,15.74839837,3.786624327,2.06609015,2.218073198,8.341061044,11.6129845,11.06490123,22.89545029,14.45699342,15.78493324,9.934161621,25.88911548,24.50281859,15.5694934,32.25571116
TM4SF5,NM_029360,1.377929067,0,0,0,0,0,6.300078801,0,0,0,5.198013728,1.009384511,12.96863919,12.21412282,25.27609817,19.91250297,1.264256975,0
SPCS1,NM_026911,43.40476561,85.72124108,74.16174156,45.2651559,69.53144049,51.91377567,37.80047281,65.4447973,28.90320436,62.81544689,63.93556885,23.72053602,51.87455676,58.45330207,66.56039185,55.75500832,46.1453796,50.92136873
HMGXB3,NM_134134,12.4013616,15.38586378,13.63894098,12.27529651,16.91305309,19.46766588,7.560094561,7.221494874,13.95327107,20.45154085,4.158410982,14.13138316,11.78967199,11.05087303,20.78256961,8.628751288,15.80321219,11.06986277
SPC25,NM_001199123,8.267574402,2.19798054,10.22920573,28.38662319,0,0,7.560094561,8.124181734,1.993324439,1.460824346,1.039602746,5.046922557,11.78967199,9.887623237,8.987057127,6.637500991,2.528513951,5.534931383
KDM2B,NM_013910,6.889645335,0,35.80222006,30.30463827,70.31445221,42.64345859,20.79026004,23.92120177,5.979973316,3.652060866,2.079205491,29.27215083,27.70572918,21.52012116,19.37834193,40.156881,5.689156389,0
RNF217,NM_001146349,0,0,7.6719043,10.74088445,0,0,0,0,0.996662219,0,1.039602746,4.037538046,2.357934398,1.163249793,2.808455352,3.982500595,5.689156389,13.28383532
SEC61G,NM_001109971,38.62794485,11.20970076,31.56846547,32.32494749,16.69380981,8.451439076,21.3782674,19.61839441,24.60094578,23.31753909,35.88362143,7.09933773,23.3632,30.05061964,48.28670902,51.75038273,28.27721435,18.19147448
ANGEL2,NM_001199020,67.51852429,39.56364973,53.7033301,49.86839209,88.32372171,48.20564884,49.14061465,41.52359553,89.69959974,115.4051234,53.01974002,59.55368617,41.26385197,46.5299917,56.16910704,40.48875604,42.98473716,34.31657458
NME7,NM_178071,0,0,0,0,0,0,0,3.610747437,0,0,0,0,0,0.581624896,0.56169107,0,0,0
NFIA,NM_001122953,6.889645335,6.593941621,3.409735244,0,41.34301867,16.68657075,50.40063041,110.1277968,21.92656883,11.68659477,20.79205491,30.28153534,5.894835996,13.37737261,7.301983916,24.55875367,12.64256975,3.32095883
1700108F19RIK,NR_015485,0,0,0,0,0,0,0,0,0,1.460824346,0,0,0,0,0,0,0,0
APBB2,NM_009686,0,0,0,0,20.67150934,37.08126834,0,0,0,4.382473039,0,3.028153534,10.61070479,5.816248963,2.246764282,9.956251486,4.424899414,0
0610007L01RIK,NM_001081394,19.29100694,13.18788324,15.7700255,21.86537192,54.02780849,42.17994274,33.39041765,18.05373719,33.38818435,30.67731127,45.74252081,23.21584376,26.52676198,29.95368216,24.15271603,32.85562991,26.54939648,21.5862324
ZBED4,NM_181412,2.755858134,12.08889297,7.387759696,5.754045241,9.08293592,6.18021139,8.820110322,4.062090867,0.49833111,3.89553159,0,1.682307519,11.98616652,6.830364166,6.553062489,6.969376041,1.791030715,0.553493138
TMEM204,NM_001001183,0,2.19798054,0,0,69.53144049,76.01660009,5.040063041,0.902686859,9.966622193,8.764946077,9.35642471,4.037538046,1.178967199,1.744874689,0.56169107,3.982500595,13.90682673,4.427945107
PUM2,NM_001160220,56.49509175,46.15759135,67.34227107,56.00604035,63.89375613,39.86236346,17.64022064,48.7450904,36.87650212,10.22577042,15.59404118,64.60060873,30.65314718,30.24449461,29.76962673,49.78125743,30.34216741,36.53054713
MAGEB18,NM_173783,0,0,0,1.534412064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD177,NM_026862,4225.419484,5630.676649,95.82776759,101.3351301,0,0,0,0.45134343,13.37188478,28.48607475,28.84897619,4.542230301,13.65637006,10.32384191,1.825495979,7.30125109,9.534604689,39.39026168
ABI1,NM_001077190,44.09373015,92.3151827,53.7033301,35.29147748,66.71259831,88.99504401,59.22074073,72.21494874,34.88317768,37.981433,45.74252081,67.62876226,45.97972077,68.05011286,55.0457249,51.10875763,44.24899414,54.24232756
TOMT,NM_001081679,0,0,0,0,0,0,0,0,0,2.921648692,4.158410982,0,0,0,0,2.655000396,0,0
WDR59,NM_176923,2.755858134,0,2.557301433,0.767206032,2.818842182,7.416253668,0,4.513434296,1.993324439,2.921648692,7.277219219,16.15015218,0,0.872437344,2.527609817,0.663750099,8.849798827,9.409383352
VMN1R16,NM_134184,0,0,0,0,0,1.854063417,0,0,0,0,0,0,0,0,0.56169107,0,0,0
GPR88,NM_022427,0,0,0,0,0,0,3.780047281,0,0,0,0,0,0,0,0,0,0,0
MAOB,NM_172778,0,0,0,0.767206032,0,0,0,0,0,0,2.079205491,1.009384511,2.357934398,2.326499585,1.685073211,0,0,0
LCORL,NM_178142,0,2.19798054,0,3.068824129,0,6.489221959,1.26001576,6.318808015,1.993324439,0,0,2.018769023,3.536901597,0,2.808455352,3.318750495,0.632128488,6.64191766
ELMOD2,NM_178736,0,2.19798054,4.262169055,3.068824129,14.09421091,28.73798296,11.34014184,12.63761603,1.993324439,7.304121731,2.079205491,2.018769023,3.536901597,6.979498755,6.740292845,6.637500991,4.424899414,17.71178043
AP2A1,NM_007458,23.42479414,28.57374703,23.0157129,19.1801508,27.24880776,28.73798296,21.42026792,11.73492917,37.87316433,16.06906781,24.95046589,31.29091985,21.22140958,28.49961992,15.72734997,19.91250297,25.91726799,18.8187667
CEP57L1,NM_029132,4.133787201,0,1.704867622,0.767206032,3.758456243,11.1243805,3.780047281,8.124181734,0.996662219,1.460824346,2.079205491,0,1.178967199,4.65299917,2.808455352,6.637500991,5.057027901,12.17684904
PLS3,NM_001166453,0,0,0,0.767206032,2.818842182,4.635158542,1.26001576,1.805373719,2.989986658,1.460824346,0,4.037538046,2.357934398,5.816248963,3.370146423,1.327500198,2.528513951,0
